order_id,date_key,product_key,region_key,channel_key,segment_key,units,gross_sales_gbp,discount_gbp,revenue_gbp,cogs_gbp,gross_profit_gbp,revenue_target_gbp
ORD-004852,20260211,1,1,3,2,8,391.71,12.09,379.62,224.13,155.49,417.51
ORD-004853,20250825,1,5,2,2,3,131.77,4.0,127.77,85.3,42.47,118.74
ORD-004854,20250613,4,2,1,3,1,122.51,4.89,117.62,55.32,62.3,132.8
ORD-004855,20250517,3,5,2,1,3,218.81,1.38,217.43,97.62,119.81,200.53
ORD-004856,20250601,1,4,3,2,3,139.16,3.07,136.09,60.6,75.49,150.25
ORD-004857,20250722,2,1,3,3,2,520.59,10.93,509.66,300.67,208.99,521.41
ORD-004858,20260522,1,1,2,2,5,222.87,7.94,214.93,94.58,120.35,229.17
ORD-004859,20260126,3,3,2,1,1,72.39,1.48,70.91,38.13,32.78,66.66
ORD-004860,20250109,1,4,1,3,8,325.07,17.39,307.68,168.06,139.62,333.54
ORD-004861,20251123,1,1,1,1,8,336.0,24.35,311.65,134.43,177.22,280.04
ORD-004862,20260511,1,5,2,2,2,94.69,1.58,93.11,62.24,30.87,97.93
ORD-004863,20260713,1,4,2,3,4,183.02,31.56,151.46,86.27,65.19,146.29
ORD-004864,20260406,2,4,2,2,5,1253.35,68.62,1184.73,579.43,605.3,1310.5
ORD-004865,20250302,3,1,2,3,1,80.77,3.33,77.44,38.28,39.16,81.08
ORD-004866,20260620,4,2,1,3,3,346.94,12.11,334.83,174.24,160.59,339.91
ORD-004867,20251127,1,5,2,3,2,93.16,0.32,92.84,57.48,35.36,98.84
ORD-004868,20260701,1,1,2,1,1,48.65,3.36,45.29,23.21,22.08,49.49
ORD-004869,20250106,1,4,1,3,4,191.05,2.39,188.66,103.03,85.63,187.73
ORD-004870,20260710,1,5,1,2,1,41.49,4.12,37.37,21.53,15.84,33.42
ORD-004871,20260219,3,4,1,2,1,81.76,1.46,80.3,45.31,34.99,77.1
ORD-004872,20260312,3,2,1,3,3,227.41,9.63,217.78,141.01,76.77,230.71
ORD-004873,20260628,1,4,1,1,1,41.34,0.11,41.23,21.55,19.68,44.08
ORD-004874,20250112,1,1,2,2,2,89.13,3.13,86.0,55.01,30.99,76.21
ORD-004875,20250815,4,2,2,1,4,447.72,29.56,418.16,208.31,209.85,452.05
ORD-004876,20260310,4,1,3,1,2,235.52,27.8,207.72,105.32,102.4,198.73
ORD-004877,20260425,3,4,1,2,1,76.03,1.28,74.75,37.36,37.39,68.32
ORD-004878,20251019,4,2,1,1,1,126.56,7.95,118.61,52.64,65.97,134.94
ORD-004879,20251114,1,3,2,3,2,84.42,2.88,81.54,54.09,27.45,75.03
ORD-004880,20260203,2,4,3,2,3,749.85,21.37,728.48,436.77,291.71,688.35
ORD-004881,20250717,4,1,1,1,1,123.44,2.02,121.42,60.96,60.46,109.81
ORD-004882,20260421,2,4,2,3,2,517.0,2.86,514.14,286.95,227.19,486.64
ORD-004883,20250605,4,1,3,3,2,241.47,4.95,236.52,133.31,103.21,230.71
ORD-004884,20250608,1,3,2,2,6,286.5,5.03,281.47,155.11,126.36,260.66
ORD-004885,20250627,1,3,2,3,5,205.98,9.56,196.42,101.31,95.11,190.21
ORD-004886,20250122,2,1,1,1,3,728.72,45.94,682.78,340.53,342.25,750.99
ORD-004887,20250621,4,3,2,1,6,729.27,25.85,703.42,450.24,253.18,632.98
ORD-004888,20250203,4,2,1,1,2,246.59,5.68,240.91,130.46,110.45,261.05
ORD-004889,20260406,3,4,3,2,1,71.18,0.54,70.64,44.19,26.45,68.55
ORD-004890,20250711,3,4,1,2,1,73.7,0.82,72.88,41.63,31.25,77.65
ORD-004891,20260112,1,5,3,3,2,92.27,4.92,87.35,45.87,41.48,76.94
ORD-004892,20260412,3,5,3,3,3,219.61,4.75,214.86,94.83,120.03,228.34
ORD-004893,20250317,4,3,2,2,2,263.78,0.28,263.5,114.32,149.18,240.33
ORD-004894,20250518,3,3,2,2,5,344.38,20.0,324.38,203.52,120.86,360.31
ORD-004895,20250218,3,4,1,3,2,148.29,7.7,140.59,88.0,52.59,158.97
ORD-004896,20250418,3,4,2,3,8,639.84,10.44,629.4,350.0,279.4,715.27
ORD-004897,20260530,3,4,2,3,2,152.66,12.72,139.94,91.39,48.55,129.69
ORD-004898,20260322,2,2,2,2,2,436.92,17.11,419.81,277.16,142.65,385.76
ORD-004899,20260204,4,1,2,1,1,109.91,2.1,107.81,52.36,55.45,113.94
ORD-004900,20250615,3,2,1,3,1,81.66,2.83,78.83,33.31,45.52,86.27
ORD-004901,20250827,3,2,2,3,1,80.26,4.14,76.12,32.18,43.94,83.6
ORD-004902,20250110,1,2,2,2,1,43.87,0.94,42.93,24.08,18.85,43.74
ORD-004903,20250718,1,4,3,3,4,170.15,4.95,165.2,75.03,90.17,171.03
ORD-004904,20260702,1,4,2,3,2,97.61,3.19,94.42,47.37,47.05,92.13
ORD-004905,20260522,1,3,2,3,3,130.78,2.06,128.72,81.07,47.65,124.08
ORD-004906,20250820,2,4,1,3,3,735.57,51.14,684.43,381.81,302.62,633.61
ORD-004907,20260717,4,2,2,1,4,460.75,14.25,446.5,288.96,157.54,394.57
ORD-004908,20250721,2,4,2,1,1,247.32,1.63,245.69,106.29,139.4,245.99
ORD-004909,20260209,3,3,3,1,5,350.03,9.09,340.94,205.05,135.89,346.59
ORD-004910,20260514,1,4,2,2,5,204.36,8.89,195.47,92.2,103.27,182.4
ORD-004911,20260204,2,4,1,1,1,260.16,15.46,244.7,136.5,108.2,234.57
ORD-004912,20250213,4,4,2,2,2,229.53,3.23,226.3,98.59,127.71,252.69
ORD-004913,20250606,4,4,1,1,3,363.3,3.21,360.09,195.18,164.91,371.98
ORD-004914,20250802,3,3,2,2,3,240.16,3.45,236.71,143.34,93.37,261.73
ORD-004915,20260207,4,2,3,1,3,344.31,25.64,318.67,208.2,110.47,315.88
ORD-004916,20250630,2,1,3,2,2,442.43,16.65,425.78,271.66,154.12,467.14
ORD-004917,20251012,4,4,1,3,2,247.33,5.83,241.5,108.65,132.85,225.15
ORD-004918,20260330,1,2,2,2,3,140.81,10.86,129.95,57.51,72.44,118.92
ORD-004919,20260317,2,3,1,3,3,758.72,3.86,754.86,451.63,303.23,677.53
ORD-004920,20250430,2,3,2,1,2,456.73,21.99,434.74,267.02,167.72,417.52
ORD-004921,20251003,4,1,1,3,2,242.45,12.45,230.0,104.11,125.89,214.12
ORD-004922,20260519,3,5,2,1,1,78.56,0.62,77.94,48.44,29.5,81.3
ORD-004923,20250911,2,4,3,1,9,2245.81,8.53,2237.28,1150.28,1087.0,2539.96
ORD-004924,20250411,1,2,3,1,2,93.77,3.58,90.19,51.87,38.32,99.6
ORD-004925,20250330,3,5,2,3,4,279.95,6.43,273.52,126.09,147.43,288.29
ORD-004926,20260726,3,4,3,1,1,77.58,3.31,74.27,39.43,34.84,69.71
ORD-004927,20260403,3,4,1,3,3,217.62,7.03,210.59,119.24,91.35,204.58
ORD-004928,20250511,4,5,1,3,4,486.09,28.72,457.37,211.72,245.65,476.42
ORD-004929,20251106,3,5,1,3,4,305.19,3.59,301.6,163.82,137.78,322.9
ORD-004930,20251126,1,4,2,3,3,134.53,11.08,123.45,73.94,49.51,114.17
ORD-004931,20260527,4,3,1,2,1,131.85,21.17,110.68,59.77,50.91,98.43
ORD-004932,20260208,4,4,1,3,1,119.11,4.61,114.5,55.42,59.08,110.42
ORD-004933,20250131,3,3,3,1,8,548.73,4.76,543.97,305.34,238.63,540.36
ORD-004934,20260723,2,4,2,2,2,470.49,2.91,467.58,228.68,238.9,499.96
ORD-004935,20250605,2,4,3,3,1,263.64,12.59,251.05,162.95,88.1,279.5
ORD-004936,20250708,4,2,1,1,5,597.38,55.42,541.96,232.07,309.89,502.45
ORD-004937,20260330,2,2,2,2,3,728.54,13.32,715.22,323.03,392.19,751.67
ORD-004938,20250418,4,4,3,2,2,223.61,8.0,215.61,128.42,87.19,242.08
ORD-004939,20251102,1,1,2,1,4,177.76,8.93,168.83,75.5,93.33,175.14
ORD-004940,20260320,3,5,2,2,4,321.69,10.54,311.15,142.85,168.3,276.19
ORD-004941,20251123,1,2,1,3,2,91.87,5.59,86.28,48.91,37.37,95.87
ORD-004942,20250311,4,2,1,1,4,489.05,46.15,442.9,193.52,249.38,452.13
ORD-004943,20260623,1,5,3,1,3,123.17,2.12,121.05,51.44,69.61,123.1
ORD-004944,20250324,4,2,1,1,1,131.86,5.13,126.73,58.39,68.34,131.44
ORD-004945,20260625,4,4,3,3,1,122.79,2.87,119.92,61.43,58.49,112.73
ORD-004946,20250131,3,1,2,1,8,560.27,19.75,540.52,316.97,223.55,524.2
ORD-004947,20250315,2,4,2,2,2,448.93,42.37,406.56,249.94,156.62,462.56
ORD-004948,20250416,1,4,3,3,3,147.18,0.62,146.56,92.85,53.71,149.41
ORD-004949,20250411,3,1,3,3,1,73.54,4.46,69.08,43.18,25.9,73.43
ORD-004950,20260320,2,2,2,2,1,229.24,6.62,222.62,107.75,114.87,234.39
ORD-004951,20251130,3,4,3,3,3,226.36,3.22,223.14,139.99,83.15,247.1
ORD-004952,20250721,1,5,2,3,4,185.67,6.21,179.46,107.17,72.29,185.78
ORD-004953,20250115,1,3,2,2,1,47.76,1.39,46.37,19.87,26.5,44.07
ORD-004954,20250718,1,3,2,3,4,178.04,13.67,164.37,73.71,90.66,175.67
ORD-004955,20260224,3,2,3,1,4,310.25,2.04,308.21,147.34,160.87,328.01
ORD-004956,20250703,3,4,3,2,3,232.56,1.7,230.86,122.64,108.22,253.02
ORD-004957,20250810,3,5,1,1,4,288.66,11.2,277.46,181.11,96.35,273.65
ORD-004958,20251122,4,3,1,1,3,361.62,12.26,349.36,182.81,166.55,396.46
ORD-004959,20250510,1,2,1,3,4,188.27,19.16,169.11,112.39,56.72,178.16
ORD-004960,20260113,1,5,1,3,3,146.4,4.6,141.8,84.44,57.36,155.63
ORD-004961,20251028,2,5,2,2,2,433.47,18.63,414.84,269.51,145.33,443.09
ORD-004962,20251220,4,4,1,2,2,233.52,12.16,221.36,128.15,93.21,216.34
ORD-004963,20250421,1,1,1,2,5,243.68,1.03,242.65,148.21,94.44,217.98
ORD-004964,20260413,4,2,1,3,4,477.99,17.49,460.5,198.7,261.8,522.47
ORD-004965,20250212,3,2,3,1,1,70.45,1.08,69.37,30.5,38.87,75.28
ORD-004966,20250830,3,4,3,3,3,211.42,8.56,202.86,104.76,98.1,179.98
ORD-004967,20250906,3,4,3,2,3,217.79,2.18,215.61,122.11,93.5,208.39
ORD-004968,20251126,2,3,1,1,10,2412.96,74.49,2338.47,1557.47,781.0,2615.68
ORD-004969,20250419,4,2,1,1,3,384.91,9.17,375.74,194.42,181.32,335.59
ORD-004970,20251125,1,1,3,1,4,177.39,5.54,171.85,111.81,60.04,172.73
ORD-004971,20251225,2,2,3,1,1,240.2,7.85,232.35,102.48,129.87,249.16
ORD-004972,20250819,2,5,1,3,2,472.21,14.57,457.64,249.29,208.35,424.57
ORD-004973,20260414,4,2,1,3,3,354.63,14.59,340.04,176.03,164.01,350.11
ORD-004974,20250611,2,4,1,1,1,260.17,6.8,253.37,133.22,120.15,243.25
ORD-004975,20260608,3,2,2,3,3,228.3,11.58,216.72,120.38,96.34,224.61
ORD-004976,20250101,1,4,2,3,2,81.02,0.94,80.08,48.92,31.16,75.09
ORD-004977,20260612,1,5,2,1,1,42.88,3.21,39.67,18.2,21.47,45.15
ORD-004978,20251201,2,2,1,1,1,231.93,2.62,229.31,97.15,132.16,231.43
ORD-004979,20250915,1,2,1,3,2,88.3,3.3,85.0,44.57,40.43,92.28
ORD-004980,20260117,2,2,3,3,3,652.42,45.64,606.78,332.13,274.65,598.21
ORD-004981,20250906,2,1,2,3,2,508.34,44.6,463.74,279.82,183.92,497.12
ORD-004982,20260621,3,4,2,2,4,299.42,14.3,285.12,163.41,121.71,292.28
ORD-004983,20260510,1,3,3,2,3,140.55,9.27,131.28,65.57,65.71,134.81
ORD-004984,20250924,3,5,1,3,2,154.05,1.41,152.64,73.89,78.75,145.74
ORD-004985,20260313,2,2,1,3,9,2216.28,31.18,2185.1,1426.99,758.11,2041.57
ORD-004986,20260214,2,5,1,3,2,467.0,26.48,440.52,292.63,147.89,472.29
ORD-004987,20260310,1,4,2,2,4,195.8,2.56,193.24,94.13,99.11,196.93
ORD-004988,20250327,1,1,1,2,4,166.22,14.18,152.04,86.24,65.8,142.35
ORD-004989,20260529,4,3,1,1,6,722.66,63.14,659.52,371.78,287.74,702.8
ORD-004990,20250629,2,4,1,2,2,503.6,7.95,495.65,308.4,187.25,495.5
ORD-004991,20260611,1,2,2,3,2,98.18,4.92,93.26,40.17,53.09,93.22
ORD-004992,20250327,2,5,1,3,4,1039.11,50.76,988.35,496.39,491.96,969.13
ORD-004993,20251209,4,4,3,2,5,621.99,20.16,601.83,366.2,235.63,653.98
ORD-004994,20250729,2,5,3,3,3,764.07,85.94,678.13,325.63,352.5,604.53
ORD-004995,20250414,1,2,3,2,3,145.13,11.42,133.71,72.44,61.27,144.45
ORD-004996,20260222,3,3,2,3,2,143.22,8.82,134.4,88.94,45.46,132.73
ORD-004997,20260228,4,4,2,1,3,389.88,31.15,358.73,201.85,156.88,391.8
ORD-004998,20260628,2,5,1,2,4,1002.73,71.02,931.71,400.93,530.78,837.63
ORD-004999,20260307,3,2,3,2,2,151.96,3.69,148.27,85.81,62.46,142.88
ORD-005000,20251217,1,1,1,1,6,264.84,1.18,263.66,110.8,152.86,234.29
ORD-005001,20250318,4,2,2,1,2,245.4,1.93,243.47,125.23,118.24,252.07
ORD-005002,20250307,1,2,2,3,3,134.0,5.74,128.26,65.97,62.29,141.78
ORD-005003,20250409,1,2,1,1,5,226.76,34.6,192.16,119.9,72.26,203.2
ORD-005004,20250703,3,1,1,1,1,80.8,1.39,79.41,49.82,29.59,78.5
ORD-005005,20250326,1,2,3,2,3,145.15,7.5,137.65,71.91,65.74,121.87
ORD-005006,20251122,3,4,1,3,5,339.96,9.56,330.4,162.74,167.66,337.21
ORD-005007,20250718,4,2,1,3,4,440.6,1.0,439.6,195.11,244.49,405.68
ORD-005008,20250105,3,2,2,1,2,137.9,5.79,132.11,77.06,55.05,150.35
ORD-005009,20260510,3,4,2,2,2,158.97,12.6,146.37,84.68,61.69,160.68
ORD-005010,20260414,4,3,1,3,16,2059.58,104.38,1955.2,1269.9,685.3,2203.65
ORD-005011,20250127,3,3,2,3,1,79.47,7.26,72.21,35.95,36.26,71.94
ORD-005012,20251221,3,4,2,3,6,478.03,19.14,458.89,249.66,209.23,509.81
ORD-005013,20250112,1,3,1,3,3,127.93,7.31,120.62,53.61,67.01,127.06
ORD-005014,20251031,3,2,3,2,2,144.29,0.87,143.42,82.31,61.11,149.33
ORD-005015,20250124,4,4,2,3,1,127.26,1.26,126.0,82.36,43.64,115.95
ORD-005016,20250423,2,1,1,2,3,744.16,27.04,717.12,366.23,350.89,764.94
ORD-005017,20251103,4,1,1,3,1,131.87,2.96,128.91,64.49,64.42,131.91
ORD-005018,20250125,3,1,1,2,2,145.4,1.45,143.95,62.92,81.03,127.12
ORD-005019,20250321,2,3,2,3,2,491.69,57.19,434.5,196.55,237.95,409.57
ORD-005020,20260428,3,4,2,3,2,159.65,8.6,151.05,85.71,65.34,157.33
ORD-005021,20250104,1,4,2,1,2,81.93,3.54,78.39,37.0,41.39,86.1
ORD-005022,20260111,4,1,2,1,4,449.73,4.05,445.68,196.55,249.13,394.23
ORD-005023,20260713,3,5,1,3,2,159.19,7.93,151.26,93.92,57.34,135.28
ORD-005024,20250915,1,1,1,3,2,83.27,1.49,81.78,51.92,29.86,74.63
ORD-005025,20251127,3,5,2,1,3,205.07,9.75,195.32,101.41,93.91,192.33
ORD-005026,20260716,3,5,1,1,3,205.32,8.0,197.32,125.53,71.79,180.52
ORD-005027,20250720,1,4,2,1,1,48.97,2.65,46.32,23.29,23.03,47.41
ORD-005028,20251024,3,3,1,2,2,149.03,12.68,136.35,65.19,71.16,149.99
ORD-005029,20251204,1,5,1,3,1,48.77,1.51,47.26,30.55,16.71,52.42
ORD-005030,20260130,3,1,3,3,9,624.03,9.35,614.68,361.59,253.09,619.31
ORD-005031,20260131,1,5,3,3,3,147.16,2.14,145.02,81.08,63.94,130.73
ORD-005032,20260321,3,5,1,1,6,457.01,4.89,452.12,215.65,236.47,414.11
ORD-005033,20250317,1,1,2,3,4,174.84,1.6,173.24,76.29,96.95,171.22
ORD-005034,20250511,1,5,2,2,10,420.04,39.7,380.34,187.5,192.84,359.47
ORD-005035,20250426,1,4,1,1,3,142.57,5.15,137.42,83.65,53.77,126.58
ORD-005036,20260214,4,4,3,2,1,121.0,18.27,102.73,49.58,53.15,101.94
ORD-005037,20251008,3,5,2,2,3,206.08,10.37,195.71,84.32,111.39,184.58
ORD-005038,20250125,2,3,3,2,1,234.08,35.33,198.75,99.31,99.44,219.38
ORD-005039,20250115,2,3,2,2,1,255.98,1.85,254.13,127.61,126.52,286.4
ORD-005040,20260319,1,1,1,1,5,245.24,1.13,244.11,149.08,95.03,267.97
ORD-005041,20260216,4,5,1,3,2,218.95,21.62,197.33,102.05,95.28,218.97
ORD-005042,20250612,1,4,2,2,2,88.23,2.21,86.02,51.81,34.21,93.56
ORD-005043,20250815,3,5,2,3,3,205.9,17.38,188.52,90.99,97.53,184.72
ORD-005044,20250306,4,4,2,2,4,527.0,26.76,500.24,224.6,275.64,500.62
ORD-005045,20260420,2,4,1,1,1,246.9,3.05,243.85,118.03,125.82,247.08
ORD-005046,20251220,1,3,3,1,5,213.77,5.7,208.07,113.82,94.25,196.66
ORD-005047,20250621,4,2,3,2,5,646.4,17.54,628.86,409.31,219.55,702.9
ORD-005048,20260509,1,2,1,2,3,137.85,2.61,135.24,62.66,72.58,143.04
ORD-005049,20250629,1,2,3,3,3,134.24,5.92,128.32,72.83,55.49,120.78
ORD-005050,20250828,2,5,2,1,2,474.84,40.31,434.53,228.88,205.65,424.15
ORD-005051,20250924,3,4,1,1,2,148.97,1.34,147.63,66.57,81.06,154.29
ORD-005052,20250116,1,2,1,3,2,81.56,4.19,77.37,38.77,38.6,71.25
ORD-005053,20250505,2,5,2,2,3,775.41,2.64,772.77,332.76,440.01,829.31
ORD-005054,20250211,4,3,1,1,3,380.84,24.79,356.05,167.92,188.13,345.89
ORD-005055,20260715,3,4,1,3,1,67.82,0.38,67.44,29.51,37.93,66.95
ORD-005056,20250922,1,3,2,3,2,95.35,0.2,95.15,63.25,31.9,105.61
ORD-005057,20250728,3,2,1,1,5,402.99,2.65,400.34,209.22,191.12,422.59
ORD-005058,20250204,1,3,2,2,4,193.58,16.12,177.46,105.89,71.57,182.97
ORD-005059,20260510,3,4,2,3,4,294.27,12.06,282.21,168.61,113.6,277.21
ORD-005060,20260509,4,3,1,2,3,383.43,29.29,354.14,175.44,178.7,319.55
ORD-005061,20260513,1,2,1,1,2,84.54,0.29,84.25,44.16,40.09,85.55
ORD-005062,20250527,2,5,3,2,4,888.46,83.74,804.72,494.04,310.68,877.4
ORD-005063,20250513,1,3,3,3,4,192.23,3.23,189.0,103.54,85.46,201.87
ORD-005064,20250901,1,1,3,3,3,127.58,1.02,126.56,74.62,51.94,121.14
ORD-005065,20260626,2,1,1,2,5,1244.36,91.01,1153.35,492.05,661.3,1092.98
ORD-005066,20260530,4,5,2,1,1,126.02,8.31,117.71,60.18,57.53,103.94
ORD-005067,20260722,1,1,2,3,2,84.78,11.04,73.74,33.53,40.21,68.81
ORD-005068,20250331,1,5,1,2,2,97.35,2.47,94.88,45.3,49.58,91.01
ORD-005069,20260718,2,5,3,2,2,462.01,16.51,445.5,247.76,197.74,504.79
ORD-005070,20250812,1,2,1,3,1,41.41,0.48,40.93,27.13,13.8,41.02
ORD-005071,20250428,1,2,3,1,8,352.43,29.53,322.9,160.67,162.23,314.79
ORD-005072,20250209,3,4,2,3,1,81.44,0.87,80.57,46.36,34.21,79.84
ORD-005073,20251024,4,1,1,1,2,225.61,9.79,215.82,139.14,76.68,192.5
ORD-005074,20251226,2,5,1,2,2,493.58,5.71,487.87,307.54,180.33,474.12
ORD-005075,20251225,1,3,3,3,3,146.35,6.05,140.3,85.65,54.65,137.1
ORD-005076,20260706,3,3,1,1,1,81.11,0.61,80.5,49.49,31.01,79.31
ORD-005077,20250209,4,4,2,1,1,130.49,5.06,125.43,66.5,58.93,125.83
ORD-005078,20251125,4,2,1,3,2,260.93,9.76,251.17,138.49,112.68,258.66
ORD-005079,20260126,3,1,2,2,1,74.73,1.64,73.09,41.66,31.43,83.12
ORD-005080,20260414,2,5,1,2,4,898.13,30.05,868.08,540.8,327.28,953.33
ORD-005081,20250201,1,4,1,3,2,81.09,3.66,77.43,34.19,43.24,72.87
ORD-005082,20260227,4,5,3,2,2,224.83,16.77,208.06,96.12,111.94,183.59
ORD-005083,20250921,1,3,1,1,3,125.13,5.36,119.77,57.24,62.53,122.65
ORD-005084,20250723,3,3,2,3,5,393.39,19.56,373.83,199.69,174.14,426.16
ORD-005085,20260608,1,4,1,1,8,324.28,11.19,313.09,173.1,139.99,331.34
ORD-005086,20260514,1,3,2,2,2,83.24,0.19,83.05,43.47,39.58,84.58
ORD-005087,20260107,4,1,1,3,3,351.42,7.15,344.27,194.03,150.24,316.17
ORD-005088,20250409,3,2,1,2,1,71.06,0.66,70.4,36.75,33.65,80.03
ORD-005089,20250402,2,2,1,1,2,521.41,21.12,500.29,308.67,191.62,511.17
ORD-005090,20251026,3,2,1,2,2,135.45,4.2,131.25,65.75,65.5,140.2
ORD-005091,20250813,2,3,2,2,2,474.18,27.08,447.1,238.03,209.07,491.86
ORD-005092,20250707,1,3,1,1,5,211.02,20.2,190.82,127.63,63.19,215.57
ORD-005093,20250111,1,3,1,1,3,127.94,3.66,124.28,60.52,63.76,120.86
ORD-005094,20250918,1,4,3,1,1,47.88,1.56,46.32,30.84,15.48,45.8
ORD-005095,20250330,2,4,1,3,7,1645.86,87.47,1558.39,814.42,743.97,1507.48
ORD-005096,20260116,2,1,2,2,2,452.29,29.07,423.22,249.95,173.27,384.67
ORD-005097,20260301,1,2,1,1,2,92.18,2.27,89.91,40.69,49.22,92.52
ORD-005098,20260303,3,2,2,1,7,482.46,13.34,469.12,251.0,218.12,508.6
ORD-005099,20250706,3,2,1,1,2,164.53,6.02,158.51,78.96,79.55,180.34
ORD-005100,20251008,1,3,2,1,1,48.09,0.51,47.58,20.53,27.05,45.36
ORD-005101,20260114,2,2,1,1,4,959.58,36.56,923.02,601.05,321.97,947.15
ORD-005102,20250412,2,4,2,2,6,1370.76,102.81,1267.95,612.6,655.35,1168.6
ORD-005103,20250824,1,2,1,2,3,121.88,3.68,118.2,56.89,61.31,118.39
ORD-005104,20260720,4,4,2,3,4,472.53,26.8,445.73,273.41,172.32,450.93
ORD-005105,20260615,3,4,2,3,2,149.01,0.14,148.87,73.3,75.57,157.82
ORD-005106,20250425,3,4,1,3,1,79.36,1.98,77.38,39.29,38.09,87.89
ORD-005107,20251001,4,2,2,2,1,117.17,1.13,116.04,50.89,65.15,109.46
ORD-005108,20260416,3,5,2,2,5,357.23,23.89,333.34,167.63,165.71,372.25
ORD-005109,20250128,3,2,1,1,3,206.27,21.54,184.73,112.33,72.4,170.39
ORD-005110,20250929,1,5,1,3,4,166.33,0.66,165.67,99.88,65.79,180.15
ORD-005111,20260218,1,2,1,2,6,287.94,14.81,273.13,180.26,92.87,303.83
ORD-005112,20250429,1,4,1,2,3,147.04,3.8,143.24,84.2,59.04,138.42
ORD-005113,20250512,1,4,3,3,2,95.85,1.47,94.38,57.86,36.52,88.3
ORD-005114,20260705,3,1,1,2,2,158.85,1.02,157.83,92.36,65.47,172.74
ORD-005115,20250906,4,4,3,3,3,369.22,8.58,360.64,197.01,163.63,334.76
ORD-005116,20251111,4,2,2,3,2,232.8,12.06,220.74,106.28,114.46,248.34
ORD-005117,20251213,4,4,1,3,2,260.52,8.2,252.32,166.14,86.18,258.28
ORD-005118,20260706,1,1,3,3,5,229.43,6.26,223.17,123.54,99.63,237.93
ORD-005119,20251015,3,2,2,3,2,159.54,7.43,152.11,80.92,71.19,150.6
ORD-005120,20260702,3,5,2,1,5,394.76,50.4,344.36,218.15,126.21,313.2
ORD-005121,20251026,4,3,3,2,2,242.25,3.86,238.39,154.76,83.63,271.37
ORD-005122,20250516,4,2,3,2,3,347.12,5.22,341.9,214.96,126.94,387.51
ORD-005123,20250714,3,4,3,2,2,152.33,2.91,149.42,90.38,59.04,149.9
ORD-005124,20260205,3,3,3,3,2,145.71,3.7,142.01,82.85,59.16,149.64
ORD-005125,20251122,3,4,2,3,5,348.44,10.08,338.36,164.55,173.81,319.62
ORD-005126,20260404,3,3,2,3,4,316.0,16.55,299.45,133.73,165.72,320.78
ORD-005127,20260729,2,2,2,1,2,473.94,4.87,469.07,299.73,169.34,413.9
ORD-005128,20260526,2,4,3,2,5,1170.06,175.46,994.6,472.55,522.05,1105.09
ORD-005129,20260414,3,4,1,2,4,302.2,29.54,272.66,147.84,124.82,292.52
ORD-005130,20250811,1,5,2,3,2,86.41,2.15,84.26,39.42,44.84,77.31
ORD-005131,20250730,4,4,1,3,3,350.44,3.42,347.02,153.71,193.31,314.89
ORD-005132,20260124,4,4,3,2,6,750.9,39.37,711.53,300.52,411.01,743.14
ORD-005133,20251013,4,4,3,3,1,130.32,6.43,123.89,69.94,53.95,135.95
ORD-005134,20260729,4,4,2,2,7,811.26,10.21,801.05,386.77,414.28,843.89
ORD-005135,20260620,3,2,3,1,5,382.82,38.3,344.52,149.34,195.18,379.05
ORD-005136,20250528,3,3,3,3,5,354.79,14.14,340.65,199.72,140.93,306.33
ORD-005137,20250716,3,4,3,3,6,475.35,11.61,463.74,232.16,231.58,523.98
ORD-005138,20250604,3,5,3,1,2,144.2,4.15,140.05,59.18,80.87,145.97
ORD-005139,20250224,1,1,2,3,2,90.4,1.85,88.55,56.14,32.41,100.72
ORD-005140,20260316,2,5,3,3,3,677.99,13.61,664.38,337.49,326.89,644.45
ORD-005141,20250101,1,4,2,3,1,42.17,0.3,41.87,26.91,14.96,46.08
ORD-005142,20260407,3,2,1,3,1,75.21,5.94,69.27,46.01,23.26,76.63
ORD-005143,20251009,3,5,3,1,4,289.33,9.46,279.87,118.48,161.39,308.67
ORD-005144,20250928,4,2,1,3,1,130.74,10.2,120.54,62.66,57.88,114.37
ORD-005145,20260614,1,2,1,2,8,373.87,16.52,357.35,228.5,128.85,352.29
ORD-005146,20251217,1,5,2,2,3,122.81,1.75,121.06,65.08,55.98,133.09
ORD-005147,20251025,3,4,2,2,3,236.65,4.7,231.95,98.14,133.81,230.46
ORD-005148,20250425,2,2,1,2,1,229.54,3.91,225.63,138.92,86.71,254.43
ORD-005149,20250907,3,4,1,3,3,246.94,17.21,229.73,105.62,124.11,248.51
ORD-005150,20250903,4,3,1,2,3,325.5,7.16,318.34,177.88,140.46,299.44
ORD-005151,20250510,4,2,1,2,3,338.44,11.76,326.68,194.75,131.93,325.04
ORD-005152,20251105,3,3,1,2,1,69.27,1.53,67.74,39.09,28.65,69.25
ORD-005153,20260315,4,2,2,3,1,121.21,13.41,107.8,58.87,48.93,109.95
ORD-005154,20250407,1,4,2,3,3,130.71,2.29,128.42,56.55,71.87,126.55
ORD-005155,20250811,3,2,1,1,5,398.79,15.17,383.62,246.29,137.33,366.69
ORD-005156,20260612,3,4,1,1,4,304.52,1.52,303.0,172.52,130.48,280.55
ORD-005157,20260218,2,5,3,1,4,928.61,77.18,851.43,415.74,435.69,913.85
ORD-005158,20260519,1,4,3,3,1,45.0,2.92,42.08,26.2,15.88,45.92
ORD-005159,20260704,3,2,1,1,5,398.77,11.73,387.04,173.9,213.14,394.43
